Year,Year ending,Local Government Area,Postcode,Suburb/Town Name,Offence Division,Offence Subdivision,Offence Subgroup,Offence Count
2019,June,Melbourne,3052,Parkville,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,3
2019,June,Melbourne,3052,Parkville,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,1
2019,June,Melbourne,3052,Parkville,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,5
2019,June,Melbourne,3052,Parkville,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,5
2019,June,Melbourne,3052,Parkville,A Crimes against the person,Other crimes against the person,Other crimes against the person,20
2019,June,Melbourne,3052,Parkville,B Property and deception offences,B10 Arson,B11 Cause damage by fire,1
2019,June,Melbourne,3052,Parkville,B Property and deception offences,B20 Property damage,B21 Criminal damage,40
2019,June,Melbourne,3052,Parkville,B Property and deception offences,B20 Property damage,B22 Graffiti,9
2019,June,Melbourne,3052,Parkville,B Property and deception offences,B20 Property damage,B29 Other property damage offences,2
2019,June,Melbourne,3052,Parkville,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,5
2019,June,Melbourne,3052,Parkville,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1
2019,June,Melbourne,3052,Parkville,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,26
2019,June,Melbourne,3052,Parkville,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,23
2019,June,Melbourne,3052,Parkville,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,30
2019,June,Melbourne,3052,Parkville,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,133
2019,June,Melbourne,3052,Parkville,B Property and deception offences,B40 Theft,B43 Steal from a retail store,3
2019,June,Melbourne,3052,Parkville,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,122
2019,June,Melbourne,3052,Parkville,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,17
2019,June,Melbourne,3052,Parkville,B Property and deception offences,B40 Theft,B49 Other theft,101
2019,June,Melbourne,3052,Parkville,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,1
2019,June,Melbourne,3052,Parkville,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,21
2019,June,Melbourne,3052,Parkville,B Property and deception offences,B50 Deception,B54 State false information,1
2019,June,Melbourne,3052,Parkville,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,3
2019,June,Melbourne,3052,Parkville,C Drug offences,C30 Drug use and possession,C32 Drug possession,19
2019,June,Melbourne,3052,Parkville,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,2
2019,June,Melbourne,3052,Parkville,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,13
2019,June,Melbourne,3052,Parkville,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,5
2019,June,Melbourne,3052,Parkville,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,10
2019,June,Melbourne,3052,Parkville,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,12
2019,June,Melbourne,3052,Parkville,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,6
2019,June,Melbourne,3052,Parkville,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,4
2019,June,Melbourne,3052,Parkville,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,9
2019,June,Melbourne,3052,Parkville,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,5
2019,June,Melbourne,3052,Parkville,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,3
2019,June,Melbourne,3052,Parkville,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,15
2019,June,Melbourne,3052,Parkville,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,9
2019,June,Melbourne,3052,Parkville,F Other offences,F20 Transport regulation offences,F21 Public transport,3
2019,June,Melbourne,3053,Carlton,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,24
2019,June,Melbourne,3053,Carlton,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,34
2019,June,Melbourne,3053,Carlton,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",10
2019,June,Melbourne,3053,Carlton,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,35
2019,June,Melbourne,3053,Carlton,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,33
2019,June,Melbourne,3053,Carlton,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,37
2019,June,Melbourne,3053,Carlton,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,5
2019,June,Melbourne,3053,Carlton,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,1
2019,June,Melbourne,3053,Carlton,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,1
2019,June,Melbourne,3053,Carlton,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,3
2019,June,Melbourne,3053,Carlton,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,10
2019,June,Melbourne,3053,Carlton,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,9
2019,June,Melbourne,3053,Carlton,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,4
2019,June,Melbourne,3053,Carlton,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,6
2019,June,Melbourne,3053,Carlton,A Crimes against the person,Other crimes against the person,Other crimes against the person,34
2019,June,Melbourne,3053,Carlton,B Property and deception offences,B10 Arson,B11 Cause damage by fire,2
2019,June,Melbourne,3053,Carlton,B Property and deception offences,B20 Property damage,B21 Criminal damage,109
2019,June,Melbourne,3053,Carlton,B Property and deception offences,B20 Property damage,B22 Graffiti,9
2019,June,Melbourne,3053,Carlton,B Property and deception offences,B20 Property damage,B29 Other property damage offences,2
2019,June,Melbourne,3053,Carlton,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,22
2019,June,Melbourne,3053,Carlton,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,82
2019,June,Melbourne,3053,Carlton,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,62
2019,June,Melbourne,3053,Carlton,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,67
2019,June,Melbourne,3053,Carlton,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,216
2019,June,Melbourne,3053,Carlton,B Property and deception offences,B40 Theft,B43 Steal from a retail store,49
2019,June,Melbourne,3053,Carlton,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,117
2019,June,Melbourne,3053,Carlton,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,50
2019,June,Melbourne,3053,Carlton,B Property and deception offences,B40 Theft,B49 Other theft,248
2019,June,Melbourne,3053,Carlton,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,3
2019,June,Melbourne,3053,Carlton,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,270
2019,June,Melbourne,3053,Carlton,B Property and deception offences,B50 Deception,B54 State false information,6
2019,June,Melbourne,3053,Carlton,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,1
2019,June,Melbourne,3053,Carlton,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,13
2019,June,Melbourne,3053,Carlton,C Drug offences,C30 Drug use and possession,C31 Drug use,3
2019,June,Melbourne,3053,Carlton,C Drug offences,C30 Drug use and possession,C32 Drug possession,53
2019,June,Melbourne,3053,Carlton,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,10
2019,June,Melbourne,3053,Carlton,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,31
2019,June,Melbourne,3053,Carlton,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,11
2019,June,Melbourne,3053,Carlton,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,19
2019,June,Melbourne,3053,Carlton,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,18
2019,June,Melbourne,3053,Carlton,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,1
2019,June,Melbourne,3053,Carlton,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,7
2019,June,Melbourne,3053,Carlton,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,1
2019,June,Melbourne,3053,Carlton,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,1
2019,June,Melbourne,3053,Carlton,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,2
2019,June,Melbourne,3053,Carlton,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,6
2019,June,Melbourne,3053,Carlton,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,21
2019,June,Melbourne,3053,Carlton,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,1
2019,June,Melbourne,3053,Carlton,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,79
2019,June,Melbourne,3053,Carlton,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,5
2019,June,Melbourne,3053,Carlton,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,5
2019,June,Melbourne,3053,Carlton,F Other offences,F20 Transport regulation offences,F21 Public transport,1
2019,June,Melbourne,3053,Carlton,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,1
2019,June,Melbourne,3054,Carlton North,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,1
2019,June,Melbourne,3054,Carlton North,B Property and deception offences,B20 Property damage,B22 Graffiti,1
2019,June,Melbourne,3054,Carlton North,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,4
2019,June,Melbourne,3054,Carlton North,B Property and deception offences,B40 Theft,B43 Steal from a retail store,1
2019,June,Melbourne,3054,Carlton North,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1
2019,June,Melbourne,3054,Carlton North,B Property and deception offences,B40 Theft,B49 Other theft,4
2019,June,Melbourne,3054,Carlton North,C Drug offences,C30 Drug use and possession,C32 Drug possession,2
2019,June,Melbourne,3054,Carlton North,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,1
2019,June,Melbourne,3054,Carlton North,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,1
2019,June,Melbourne,3054,Carlton North,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,1
2019,June,Melbourne,3054,Carlton North,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,1
2019,June,Melbourne,3054,Carlton North,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,3
2019,June,Melbourne,3141,South Yarra,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,1
2019,June,Melbourne,3141,South Yarra,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",1
2019,June,Melbourne,3141,South Yarra,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,5
2019,June,Melbourne,3141,South Yarra,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,1
2019,June,Melbourne,3141,South Yarra,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1
2019,June,Melbourne,3141,South Yarra,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1
2019,June,Melbourne,3141,South Yarra,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,1
2019,June,Melbourne,3141,South Yarra,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,3
2019,June,Melbourne,3141,South Yarra,A Crimes against the person,Other crimes against the person,Other crimes against the person,4
2019,June,Melbourne,3141,South Yarra,B Property and deception offences,B20 Property damage,B21 Criminal damage,10
2019,June,Melbourne,3141,South Yarra,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,2
2019,June,Melbourne,3141,South Yarra,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,23
2019,June,Melbourne,3141,South Yarra,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,5
2019,June,Melbourne,3141,South Yarra,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,14
2019,June,Melbourne,3141,South Yarra,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,60
2019,June,Melbourne,3141,South Yarra,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,13
2019,June,Melbourne,3141,South Yarra,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,5
2019,June,Melbourne,3141,South Yarra,B Property and deception offences,B40 Theft,B49 Other theft,22
2019,June,Melbourne,3141,South Yarra,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,2
2019,June,Melbourne,3141,South Yarra,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,8
2019,June,Melbourne,3141,South Yarra,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,3
2019,June,Melbourne,3141,South Yarra,C Drug offences,C30 Drug use and possession,C32 Drug possession,3
2019,June,Melbourne,3141,South Yarra,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,3
2019,June,Melbourne,3141,South Yarra,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,1
2019,June,Melbourne,3141,South Yarra,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,1
2019,June,Melbourne,3141,South Yarra,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,1
2019,June,Melbourne,3141,South Yarra,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,17
2019,June,Melbourne,3141,South Yarra,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,1
2019,June,Melbourne,3141,South Yarra,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,1
2019,June,Melbourne,3207,Port Melbourne,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,6
2019,June,Melbourne,3207,Port Melbourne,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2
2019,June,Melbourne,3207,Port Melbourne,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,3
2019,June,Melbourne,3207,Port Melbourne,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,4
2019,June,Melbourne,3207,Port Melbourne,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,1
2019,June,Melbourne,3207,Port Melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,3
2019,June,Melbourne,3207,Port Melbourne,A Crimes against the person,Other crimes against the person,Other crimes against the person,1
2019,June,Melbourne,3207,Port Melbourne,B Property and deception offences,B10 Arson,B11 Cause damage by fire,1
2019,June,Melbourne,3207,Port Melbourne,B Property and deception offences,B20 Property damage,B21 Criminal damage,14
2019,June,Melbourne,3207,Port Melbourne,B Property and deception offences,B20 Property damage,B29 Other property damage offences,1
2019,June,Melbourne,3207,Port Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,2
2019,June,Melbourne,3207,Port Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,20
2019,June,Melbourne,3207,Port Melbourne,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,16
2019,June,Melbourne,3207,Port Melbourne,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,28
2019,June,Melbourne,3207,Port Melbourne,B Property and deception offences,B40 Theft,B43 Steal from a retail store,2
2019,June,Melbourne,3207,Port Melbourne,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,2
2019,June,Melbourne,3207,Port Melbourne,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,12
2019,June,Melbourne,3207,Port Melbourne,B Property and deception offences,B40 Theft,B49 Other theft,103
2019,June,Melbourne,3207,Port Melbourne,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,1
2019,June,Melbourne,3207,Port Melbourne,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,23
2019,June,Melbourne,3207,Port Melbourne,C Drug offences,C30 Drug use and possession,C32 Drug possession,10
2019,June,Melbourne,3207,Port Melbourne,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,2
2019,June,Melbourne,3207,Port Melbourne,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,9
2019,June,Melbourne,3207,Port Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,1
2019,June,Melbourne,3207,Port Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,2
2019,June,Melbourne,3207,Port Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,5
2019,June,Melbourne,3207,Port Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,4
2019,June,Melbourne,3207,Port Melbourne,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,5
2019,June,Melbourne,3207,Port Melbourne,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,6
2019,June,Melbourne,3207,Port Melbourne,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,2
2018,June,Melbourne,3000,Carlton,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,1
2018,June,Melbourne,3000,Carlton,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2
2018,June,Melbourne,3000,Carlton,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1
2018,June,Melbourne,3000,Carlton,B Property and deception offences,B20 Property damage,B21 Criminal damage,2
2018,June,Melbourne,3000,Carlton,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,1
2018,June,Melbourne,3000,Carlton,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1
2018,June,Melbourne,3000,Carlton,B Property and deception offences,B40 Theft,B43 Steal from a retail store,8
2018,June,Melbourne,3000,Carlton,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,1
2018,June,Melbourne,3000,Carlton,B Property and deception offences,B40 Theft,B49 Other theft,2
2018,June,Melbourne,3000,Melbourne,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,83
2018,June,Melbourne,3000,Melbourne,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,531
2018,June,Melbourne,3000,Melbourne,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",183
2018,June,Melbourne,3000,Melbourne,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,101
2018,June,Melbourne,3000,Melbourne,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,641
2018,June,Melbourne,3000,Melbourne,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,156
2018,June,Melbourne,3000,Melbourne,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,36
2018,June,Melbourne,3000,Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,15
2018,June,Melbourne,3000,Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,20
2018,June,Melbourne,3000,Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,5
2018,June,Melbourne,3000,Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,22
2018,June,Melbourne,3000,Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,18
2018,June,Melbourne,3000,Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,79
2018,June,Melbourne,3000,Melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,6
2018,June,Melbourne,3000,Melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,38
2018,June,Melbourne,3000,Melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,50
2018,June,Melbourne,3000,Melbourne,A Crimes against the person,Other crimes against the person,Other crimes against the person,373
2018,June,Melbourne,3000,Melbourne,B Property and deception offences,B10 Arson,B11 Cause damage by fire,15
2018,June,Melbourne,3000,Melbourne,B Property and deception offences,B20 Property damage,B21 Criminal damage,673
2018,June,Melbourne,3000,Melbourne,B Property and deception offences,B20 Property damage,B22 Graffiti,68
2018,June,Melbourne,3000,Melbourne,B Property and deception offences,B20 Property damage,B29 Other property damage offences,1
2018,June,Melbourne,3000,Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,26
2018,June,Melbourne,3000,Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,7
2018,June,Melbourne,3000,Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,217
2018,June,Melbourne,3000,Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,456
2018,June,Melbourne,3000,Melbourne,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1
2018,June,Melbourne,3000,Melbourne,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,226
2018,June,Melbourne,3000,Melbourne,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,521
2018,June,Melbourne,3000,Melbourne,B Property and deception offences,B40 Theft,B43 Steal from a retail store,"1,689"
2018,June,Melbourne,3000,Melbourne,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,433
2018,June,Melbourne,3000,Melbourne,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,655
2018,June,Melbourne,3000,Melbourne,B Property and deception offences,B40 Theft,B46 Fare evasion,10
2018,June,Melbourne,3000,Melbourne,B Property and deception offences,B40 Theft,B49 Other theft,"2,240"
2018,June,Melbourne,3000,Melbourne,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,78
2018,June,Melbourne,3000,Melbourne,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,"1,550"
2018,June,Melbourne,3000,Melbourne,B Property and deception offences,B50 Deception,B54 State false information,59
2018,June,Melbourne,3000,Melbourne,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,1
2018,June,Melbourne,3000,Melbourne,B Property and deception offences,B50 Deception,B59 Other deception offences,10
2018,June,Melbourne,3000,Melbourne,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,9
2018,June,Melbourne,3000,Melbourne,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,116
2018,June,Melbourne,3000,Melbourne,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,12
2018,June,Melbourne,3000,Melbourne,C Drug offences,C30 Drug use and possession,C31 Drug use,12
2018,June,Melbourne,3000,Melbourne,C Drug offences,C30 Drug use and possession,C32 Drug possession,893
2018,June,Melbourne,3000,Melbourne,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,24
2018,June,Melbourne,3000,Melbourne,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,404
2018,June,Melbourne,3000,Melbourne,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,5
2018,June,Melbourne,3000,Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,124
2018,June,Melbourne,3000,Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,"1,098"
2018,June,Melbourne,3000,Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,470
2018,June,Melbourne,3000,Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,51
2018,June,Melbourne,3000,Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,55
2018,June,Melbourne,3000,Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,40
2018,June,Melbourne,3000,Melbourne,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,19
2018,June,Melbourne,3000,Melbourne,D Public order and security offences,D30 Public nuisance offences,D33 Begging,110
2018,June,Melbourne,3000,Melbourne,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,73
2018,June,Melbourne,3000,Melbourne,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,7
2018,June,Melbourne,3000,Melbourne,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,3
2018,June,Melbourne,3000,Melbourne,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,290
2018,June,Melbourne,3000,Melbourne,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,23
2018,June,Melbourne,3000,Melbourne,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,59
2018,June,Melbourne,3000,Melbourne,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,13
2018,June,Melbourne,3000,Melbourne,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,173
2018,June,Melbourne,3000,Melbourne,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,25
2018,June,Melbourne,3000,Melbourne,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,"1,117"
2018,June,Melbourne,3000,Melbourne,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,80
2018,June,Melbourne,3000,Melbourne,F Other offences,F20 Transport regulation offences,F21 Public transport,26
2018,June,Melbourne,3000,Melbourne,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,1
2018,June,Melbourne,3000,Melbourne,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1
2018,June,Melbourne,3000,Melbourne,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,267
2018,June,Melbourne,3000,Melbourne,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,17
2018,June,Melbourne,3000,Melbourne,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,11
2018,June,Melbourne,3000,Melbourne,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,2
2018,June,Melbourne,3000,Melbourne,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,4
2018,June,Melbourne,3002,East Melbourne,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,5
2018,June,Melbourne,3002,East Melbourne,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,10
2018,June,Melbourne,3002,East Melbourne,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",7
2018,June,Melbourne,3002,East Melbourne,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,14
2018,June,Melbourne,3002,East Melbourne,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,29
2018,June,Melbourne,3002,East Melbourne,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,3
2018,June,Melbourne,3002,East Melbourne,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1
2018,June,Melbourne,3002,East Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,1
2018,June,Melbourne,3002,East Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,3
